assigned cluster,lat,lon
140,55.947921055,-3.2074530228750002
141,55.97231195121019,-3.211045701987261
142,55.95765704049587,-3.1375601606280994
143,55.93290046928571,-3.0686124091428573
144,55.93333241060812,-3.1977356654932434
145,55.89317433527778,-3.0649621112777776
146,55.94059266635803,-3.2789230712222217
147,55.93911763375,-3.096180716228261
148,55.97259314534884,-3.1570019881627904
149,55.968038013061225,-3.1745427239183677
150,55.942719730127386,-3.1155177203566877
151,55.90980822342657,-3.214125863758741
152,55.95135023980159,-3.1072421240238093
153,55.95797752113096,-3.1293678238720237
154,55.96482250023255,-3.2481032484186048
155,55.94267594965686,-3.290190094901961
156,55.876135667999996,-3.3307097866
157,55.97518155284314,-3.2312561655490195
158,55.88382121615385,-3.119192824205128
159,55.95684370786324,-3.1204845257521368
160,55.936589956911,-3.177006658670157
161,55.9194774784375,-3.29888988309375
162,55.923742974782606,-3.3262108579130434
163,55.915378308676466,-3.280865610132353
164,55.96524917483871,-3.201166422419355
165,55.94580854988095,-3.2803118930833333
166,55.86720556384615,-3.132521565
167,55.91662154915493,-3.2188186514460093
168,55.96305371875,-3.315554010527778
169,55.89359670333334,-3.0467433517500004
170,55.941359477058825,-3.199556251764706
171,55.94015981269565,-3.251889914573913
172,55.93723354935484,-3.2148820096048385
173,55.96299408292683,-3.2713786482682927
174,55.95955384317647,-3.2574672359607844
175,55.972132426632655,-3.18950888332653
176,55.926371497518794,-3.2047286581203007
177,55.936029732307695,-3.1830198030430767
178,55.95874771665072,-3.2343305036985646
179,55.93370989110091,-3.2454841393577984
180,55.916929186111105,-3.1341684684444444
181,55.95964319774647,-3.206610543126761
182,55.947297802571434,-3.086738728057143
183,55.955373488750006,-3.218285246220588
184,55.885602425,-3.1894308476999997
185,55.93483931478261,-3.219097575286957
186,55.91732093861842,-3.2430092609276318
187,55.95941217806202,-3.2466073385503873
188,55.9779308717284,-3.206814623123457
189,55.90898494125,-3.1485082183125
190,55.86761148722222,-3.065395268611111
191,55.96689665689189,-3.242103989675676
192,55.866074232,-3.1981320724
193,55.914074297894736,-3.2273771545
194,55.94807932722222,-3.097516502979798
195,55.93468486219697,-3.168168182875
196,55.97715651659459,-3.199332320664865
197,55.937021779475984,-3.282574564048035
198,55.972470279109594,-3.216366409979452
199,55.89884020942584,-3.3123367188133974
200,55.972051181999994,-3.3299742766000002
201,55.925123964,-3.18583259815
202,55.93134720285714,-3.2972266138571427
203,55.975304370270266,-3.165741505918919
204,55.87437725666666,-3.0485351306666666
205,55.942807628913044,-3.1453330660869563
206,55.889771027500004,-3.095806551
207,55.96089855216867,-3.2196431597590363
208,55.954356368206284,-3.2321161738878925
209,55.947246414673366,-3.220131244869347
210,55.932502580384615,-3.130558807576923
211,55.97140540056738,-3.2208850260921986
212,55.93551417047619,-3.2718243549333335
213,55.92237431542106,-3.2070262023631577
214,55.92907706039801,-3.187358823671642
215,55.96829837019231,-3.207484348394231
216,55.946900841620106,-3.238520848273743
217,55.92605736195122,-3.2743105934390244
218,55.968606197647055,-3.2528470972941177
219,55.9464966438938,-3.253637288938053
220,55.894489607240004,-3.3257690707639997
221,55.93547359434483,-3.210952986537931
222,55.948597325420565,-3.2473919847289716
223,55.87116641946237,-3.1845699153978493
224,55.9016104425,-3.1659440013928575
225,55.907056600434785,-3.2288546858985505
226,55.90103692807229,-3.135769163638554
227,55.93276115421686,-3.1813361832931726
228,55.94166149545455,-3.052551380181818
229,55.976772706666665,-3.1794306549444444
230,55.93030536125001,-3.2214186947884613
231,55.877249060746266,-3.0782119878208953
232,55.89336900237114,-3.0590319871958767
233,55.953318021885245,-3.2961635270491803
234,55.939827708807336,-3.270048502513762
235,55.93244134268292,-3.2390210079024393
236,55.94348001645833,-3.185008117166667
237,55.958088586494846,-3.189551726659794
238,55.92200813678363,-3.1667698453684214
239,55.95745469736842,-3.1979568054789476
240,55.95585572648148,-3.28332321337037
241,55.93361234428572,-3.1079760559999996
242,55.90671518907693,-3.219653567584615
243,55.91871503813433,-3.1554866830149253
244,55.94322972060345,-3.1068160322155176
245,55.9349766958371,-3.17228318520362
246,55.96609928066667,-3.1804889048814817
247,55.94697751901961,-3.2862846628137254
248,55.9446664267713,-3.1250488458295966
249,55.90453776197674,-3.2109386479825583
